Korean Word,Emotion,Emotion-Intensity-Score
관심 있는,fear,0.359
깜짝 놀람,fear,0.359
밑바닥 없는,fear,0.359
혁명,fear,0.359
정량,fear,0.359
정부,fear,0.359
파산,fear,0.359
소심한,fear,0.359
경멸,fear,0.359
경고,fear,0.359
흥역,fear,0.359
거부하다,fear,0.359
종파주의자,fear,0.359
두통,fear,0.359
다트,fear,0.359
돌격,fear,0.359
낭비,fear,0.359
정복,fear,0.359
감가 상각,fear,0.359
슬픈,fear,0.359
만다무스,fear,0.359
스파이크,fear,0.359
똥개,fear,0.359
버크,fear,0.359
반역자,fear,0.359
시험,fear,0.359
변칙,fear,0.359
얼굴,fear,0.359
억누르다,fear,0.358
쇠약해진,fear,0.358
독,fear,0.356
탄핵하다,fear,0.354
파수꾼,fear,0.354
불리한,fear,0.352
변호사,fear,0.349
명예 훼손죄,fear,0.348
단축,fear,0.345
임박한,fear,0.345
창피,fear,0.344
기피,fear,0.344
부족,fear,0.344
아편,fear,0.344
곡구,fear,0.344
피하다,fear,0.344
노예,fear,0.344
해충,fear,0.344
주저,fear,0.344
외로움,fear,0.344
규율,fear,0.344
열광,fear,0.344
슬픔,fear,0.344
스음,fear,0.344
얕보다,fear,0.344
종소리,fear,0.344
논쟁적인,fear,0.344
약세,fear,0.344
반대,fear,0.344
발사하다,fear,0.344
금기,fear,0.344
커터,fear,0.344
무시하다,fear,0.344
정당화할 수 없는,fear,0.344
낙하산,fear,0.344
뱀장어,fear,0.344
정신병자,fear,0.344
아아아아아,fear,0.344
평결,fear,0.344
MRI,fear,0.344
흔들리는,fear,0.344
저항하는,fear,0.344
장애,fear,0.344
무모한,fear,0.344
경기 후퇴,fear,0.344
무례한,fear,0.343
지골,fear,0.342
생물,fear,0.34
유령,fear,0.331
저당,fear,0.331
수수께끼 같은,fear,0.329
최고,fear,0.328
도깨비,fear,0.328
피고,fear,0.328
감정,fear,0.328
미묘한,fear,0.328
탐탁지 않은,fear,0.328
재난,fear,0.328
전초,fear,0.328
이상한 사람,fear,0.328
주의,fear,0.328
흘리다,fear,0.328
제방,fear,0.328
지배,fear,0.328
겁쟁이,fear,0.328
호박,fear,0.328
부하,fear,0.328
정강이,fear,0.328
제거하다,fear,0.328
무의미한,fear,0.328
일시 휴업,fear,0.328
게임 시간,fear,0.328
어 오,fear,0.328
직조기,fear,0.328
경찰,fear,0.328
잘못,fear,0.328
불길한,fear,0.328
검투사,fear,0.328
떠돌아,fear,0.328
두드러기,fear,0.328
흑수병,fear,0.328
방해물,fear,0.328
변하기 쉬운,fear,0.327
부족한,fear,0.327
반사회적인,fear,0.324
길을 잃다,fear,0.32
자지 않고 지키는,fear,0.319
사회주의자,fear,0.318
고삐,fear,0.318
비관론자,fear,0.317
속도,fear,0.316
윔피,fear,0.312
객관적인,fear,0.312
마름병,fear,0.312
포구,fear,0.312
아아아아아아,fear,0.312
치료사,fear,0.312
완하제,fear,0.312
집착,fear,0.312
격리,fear,0.312
외국인,fear,0.312
치과 의사,fear,0.312
청구 가능한,fear,0.312
마감 시간,fear,0.312
불안한,fear,0.312
발륨,fear,0.312
강한,fear,0.312
상대,fear,0.312
병기,fear,0.312
벼락치기,fear,0.312
예기치 않은,fear,0.312
어려운,fear,0.312
불연속,fear,0.312
공모하다,fear,0.312
공모,fear,0.312
소송하다,fear,0.312
불친절한,fear,0.312
선풍,fear,0.312
네더,fear,0.312
속임수,fear,0.312
당황,fear,0.312
지나친 생각,fear,0.309
의심,fear,0.308
진지함,fear,0.305
비합리적인,fear,0.305
삭제,fear,0.303
놀리는,fear,0.303
면도칼,fear,0.303
발한,fear,0.298
마술사,fear,0.297
거대한,fear,0.297
무거운,fear,0.297
경고,fear,0.297
피하다,fear,0.297
인플레이션,fear,0.297
오도하다,fear,0.297
판결하다,fear,0.297
끝없는,fear,0.297
수축,fear,0.297
감가상각,fear,0.297
암캐,fear,0.297
늪,fear,0.297
곤포,fear,0.297
파선,fear,0.297
웅크리고,fear,0.297
가자미,fear,0.297
숨다,fear,0.297
주저하는,fear,0.297
이겨낼 사람 없는,fear,0.297
의료,fear,0.297
소심,fear,0.297
감사,fear,0.297
대홍수,fear,0.287
그릇된 정보,fear,0.286
법원,fear,0.284
혐오,fear,0.283
탄약통,fear,0.281
해로운,fear,0.281
조심성 있는,fear,0.281
감시,fear,0.281
개가 깽깽 우는 소리,fear,0.281
착란,fear,0.281
아파치,fear,0.281
나는,fear,0.281
제출,fear,0.281
낙담하다,fear,0.281
서두르다,fear,0.281
요새,fear,0.281
왜소한,fear,0.281
도전,fear,0.281
아직,fear,0.281
핏기 없는,fear,0.281
잘못된,fear,0.281
서둘러,fear,0.281
부종,fear,0.281
다가오는,fear,0.281
유적,fear,0.281
제멋대로,fear,0.281
편협한,fear,0.281
극심한,fear,0.279
비준수,fear,0.276
경고,fear,0.276
비행기,fear,0.274
순경,fear,0.273
불쾌한,fear,0.273
고삐 풀린,fear,0.271
문제,fear,0.266
웅크림,fear,0.266
좀도둑,fear,0.266
후드,fear,0.266
힘,fear,0.266
고백,fear,0.266
일대,fear,0.266
소시지,fear,0.266
벨트,fear,0.266
군중,fear,0.266
높이,fear,0.266
불명증,fear,0.266
오디션,fear,0.266
잊혀진,fear,0.266
모욕,fear,0.266
망토,fear,0.266
새 직업,fear,0.266
눈가리개,fear,0.266
활재,fear,0.266
흠,fear,0.266
섬뜩한,fear,0.266
문장,fear,0.266
부항,fear,0.266
연대,fear,0.266
후드,fear,0.266
작업,fear,0.266
잠그다,fear,0.266
상하이,fear,0.266
곡예사,fear,0.266
돌풍,fear,0.266
박차,fear,0.262
저당권 설정자,fear,0.258
방어,fear,0.258
곤충,fear,0.25
지키다,fear,0.25
백내장,fear,0.25
은밀한,fear,0.25
늪,fear,0.25
침몰,fear,0.25
운영,fear,0.25
속죄 염소,fear,0.25
직업 인터뷰,fear,0.25
회개하다,fear,0.25
긴급 속보,fear,0.25
기꺼이 남을 돌봐 주는,fear,0.25
악당,fear,0.25
참을성 없이,fear,0.25
반응하다,fear,0.25
의심,fear,0.25
경비원,fear,0.25
미리 경고,fear,0.25
반칙,fear,0.25
무관심,fear,0.25
추한 노파,fear,0.25
피켓,fear,0.25
망상,fear,0.25
가만히 서있다,fear,0.25
평가,fear,0.25
노처녀,fear,0.25
생소한,fear,0.25
우유부단한,fear,0.25
접지,fear,0.242
나쁜 습관,fear,0.242
제일 높은,fear,0.236
아아아,fear,0.234
수축,fear,0.234
불면증,fear,0.234
닭,fear,0.234
벌,fear,0.234
불평등,fear,0.234
가장자리,fear,0.234
대피소,fear,0.234
버저 소리,fear,0.234
책임,fear,0.234
불만,fear,0.234
어려움,fear,0.234
확정,fear,0.234
오버드라이브,fear,0.234
날개,fear,0.234
발판,fear,0.234
의존,fear,0.234
다시 불을 붙이다,fear,0.234
본능적인,fear,0.234
그 순간,fear,0.234
잠 못 이루는,fear,0.234
중재하다,fear,0.234
정신과 의사,fear,0.234
서두르는,fear,0.233
늦잠,fear,0.226
기본,fear,0.226
고해성사,fear,0.225
짜증난,fear,0.224
전술,fear,0.219
아가,fear,0.219
블루스,fear,0.219
스릴,fear,0.219
이민,fear,0.219
부채,fear,0.219
땀,fear,0.219
지팡이,fear,0.219
폭로,fear,0.219
만약,fear,0.219
동요,fear,0.219
밀림,fear,0.219
손가락 엇갈린,fear,0.219
적은,fear,0.219
미끼,fear,0.219
같지 않은,fear,0.219
마지막 순간,fear,0.219
무게,fear,0.219
과로,fear,0.218
예지,fear,0.217
경보,fear,0.216
과장된,fear,0.214
위시멜럭,fear,0.212
소무치토도,fear,0.212
투무치토도,fear,0.212
시험,fear,0.21
광대,fear,0.207
파동,fear,0.204
시험,fear,0.204
불안,fear,0.204
고개 위로,fear,0.203
메추라기,fear,0.203
휴,fear,0.203
거대한,fear,0.203
십자가,fear,0.203
서두르다,fear,0.203
움푹 들어간 곳,fear,0.203
친밀,fear,0.203
극복하다,fear,0.203
출생,fear,0.203
수락,fear,0.203
돕다,fear,0.203
두려움 없는,fear,0.2
변화,fear,0.198
제품,fear,0.198
버티다,fear,0.197
최대한 빨리,fear,0.191
높이다,fear,0.188
보다,fear,0.188
관,fear,0.188
전진,fear,0.188
극복,fear,0.188
변호사,fear,0.188
마감일,fear,0.188
벌레,fear,0.188
매듭,fear,0.188
빚진,fear,0.188
대기 게임,fear,0.188
조직화되지 않은,fear,0.188
금언,fear,0.188
부서지기 쉬운,fear,0.188
조심성 있게,fear,0.188
고요함,fear,0.188
음모,fear,0.188
규칙,fear,0.188
꼬마 요정,fear,0.185
아직 대기 중,fear,0.184
외로운,fear,0.183
미끄러운,fear,0.181
회견,fear,0.18
모든 사람들,fear,0.178
추측,fear,0.176
알 필요가있다,fear,0.173
예배,fear,0.172
불안정한,fear,0.172
놀라다,fear,0.172
정착민,fear,0.172
경쟁,fear,0.172
레디토고,fear,0.172
검문소,fear,0.172
침착,fear,0.172
면접관,fear,0.172
왕겨,fear,0.172
규제,fear,0.172
자작나무,fear,0.172
껍데기,fear,0.172
평가,fear,0.172
불확실한,fear,0.172
막대,fear,0.172
인권,fear,0.172
더 적은,fear,0.167
수줍음,fear,0.162
아이리스,fear,0.16
친밀하게,fear,0.156
듣기,fear,0.156
합법화,fear,0.156
필요해,fear,0.156
오디션,fear,0.156
퇴직,fear,0.156
카운트다운,fear,0.156
교활한,fear,0.156
기지,fear,0.156
정전,fear,0.156
약물,fear,0.156
용기 있는,fear,0.154
지나치게 생각하는 사람,fear,0.153
역추적,fear,0.151
새벽,fear,0.15
검열,fear,0.149
집행관,fear,0.147
강의 계획서,fear,0.147
지연,fear,0.141
새로 온 사람,fear,0.141
상상력,fear,0.141
대기 중,fear,0.141
신사,fear,0.141
타당성,fear,0.141
후미,fear,0.141
합리성,fear,0.141
풍자 만화,fear,0.141
궁극,fear,0.141
벌써,fear,0.14
수줍은,fear,0.14
징후,fear,0.133
일으키다,fear,0.132
너구리,fear,0.127
시골뜨기,fear,0.125
시험,fear,0.125
필요 이완,fear,0.125
수영,fear,0.125
캠페인,fear,0.125
매,fear,0.125
예방하다,fear,0.125
경기 날,fear,0.125
아아,fear,0.125
결혼하다,fear,0.125
스프라이트,fear,0.125
지겹다,fear,0.125
처짐,fear,0.123
약국,fear,0.123
경관,fear,0.121
꿈꾸다,fear,0.111
레이스,fear,0.111
숙제,fear,0.109
목적지,fear,0.109
...을 넣다,fear,0.109
기도하다,fear,0.109
매듭,fear,0.109
신뢰,fear,0.109
빅데이,fear,0.109
신성한 것,fear,0.109
평판,fear,0.109
무게,fear,0.109
날씬한,fear,0.1
미정,fear,0.098
교감 신경,fear,0.097
평정,fear,0.094
사례,fear,0.094
치료하다,fear,0.094
위치하고 있다,fear,0.094
충실한,fear,0.094
성적,fear,0.094
하느님,fear,0.094
헬멧,fear,0.094
자신감,fear,0.094
참사관,fear,0.094
북동,fear,0.088
눈금,fear,0.078
동정심,fear,0.078
양육하다,fear,0.078
등급,fear,0.075
침묵,fear,0.07
유아,fear,0.067
여행,fear,0.062
퍼레이드,fear,0.062
대학원,fear,0.062
일반 민간인,fear,0.062
흐림,fear,0.062
현금,fear,0.062
사복,fear,0.062
지침,fear,0.062
소울메이트,fear,0.062
청소년,fear,0.062
오페라,fear,0.057
동의어,fear,0.056
솔직한,fear,0.047
기도하다,fear,0.047
지능,fear,0.038
자원 봉사자,fear,0.031
로맨스,fear,0.031
윤곽,fear,0.031
순종하다,fear,0.016
가장 행복한,joy,0.986
행복,joy,0.984
다시 없는 기쁨,joy,0.971
축하,joy,0.97
기뻐하는,joy,0.969
황홀한,joy,0.954
의기 양양,joy,0.944
빛나는,joy,0.938
최고의 날,joy,0.938
연인,joy,0.932
축하,joy,0.929
대단함,joy,0.926
기쁨,joy,0.924
즐거운,joy,0.922
굉장한,joy,0.922
행복하게,joy,0.922
흥분,joy,0.922
충일,joy,0.922
행복하게,joy,0.922
행복감,joy,0.922
사랑하는,joy,0.92
고마움,joy,0.914
해피댄스,joy,0.912
명랑한 소동,joy,0.912
장관을 이루는,joy,0.912
기뻐하다,joy,0.909
순수한 행복,joy,0.909
의기 양양한,joy,0.907
엑스터시,joy,0.906
사랑 사랑 사랑,joy,0.906
쾌활한,joy,0.906
환호,joy,0.897
의기 양양한,joy,0.894
마음의 평화,joy,0.891
즐거운,joy,0.891
아주 기뻐하는,joy,0.891
이거 너무 좋아,joy,0.891
자극,joy,0.891
들뜬,joy,0.891
즐거움,joy,0.891
웃다,joy,0.891
놀랍게,joy,0.881
사랑하는,joy,0.879
즐거운,joy,0.879
더없이 행복한,joy,0.879
훌륭해,joy,0.879
즐거운,joy,0.877
사랑하는 삶,joy,0.875
열렬한,joy,0.875
기쁨,joy,0.875
그녀를 사랑합니다,joy,0.875
야야야,joy,0.875
초월,joy,0.875
행복한 장소,joy,0.875
아주 행복한,joy,0.868
훌륭한,joy,0.864
우후,joy,0.864
웃음,joy,0.864
아주 멋진,joy,0.863
만세,joy,0.859
사랑하는,joy,0.859
기쁨의 눈물,joy,0.859
할렐루야,joy,0.859
웅장한,joy,0.859
영광,joy,0.859
아이러브크리스마스,joy,0.859
훌륭한,joy,0.859
유명한,joy,0.859
응원,joy,0.859
야야야,joy,0.859
천국 같은,joy,0.853
신나는,joy,0.853
감동,joy,0.851
메이데이,joy,0.848
호 호 호,joy,0.845
축하하다,joy,0.844
훌륭하게,joy,0.844
축복,joy,0.844
좋아하는 휴일,joy,0.844
파라다이스,joy,0.833
기이,joy,0.833
축제,joy,0.833
단맛,joy,0.833
축복 받은,joy,0.833
축하,joy,0.833
칭찬,joy,0.831
웃고있는,joy,0.828
올스마일,joy,0.828
사랑,joy,0.828
매혹적인,joy,0.828
집이 좋아,joy,0.826
신 이시여 감사합니다,joy,0.824
기이,joy,0.824
웃음,joy,0.824
좋은 분위기,joy,0.819
선량,joy,0.818
우수,joy,0.818
눈부신,joy,0.818
기쁨,joy,0.818
매우 기쁜,joy,0.818
흥분한,joy,0.818
기쁨,joy,0.818
행복한 마음,joy,0.818
축하,joy,0.818
대단한,joy,0.816
유쾌한,joy,0.814
기쁘게 하다,joy,0.812
화려한,joy,0.812
즐겨,joy,0.812
웃는,joy,0.812
거룩한,joy,0.812
승리,joy,0.812
사랑 만들기,joy,0.812
대성공,joy,0.812
좋은 하루,joy,0.812
훌륭한,joy,0.812
좋은 시간,joy,0.811
뭐해,joy,0.811
행복한 날,joy,0.809
내가 좋아하는 것,joy,0.804
"신 이여, 감사합니다",joy,0.803
기쁨,joy,0.803
야이,joy,0.803
응,joy,0.803
기쁨,joy,0.803
킬킬 웃음,joy,0.802
더 행복한,joy,0.797
내 인생,joy,0.797
웅대,joy,0.797
해피트윗,joy,0.797
로빈 라이프,joy,0.797
네,joy,0.797
무용,joy,0.797
성공,joy,0.797
고마워하는,joy,0.789
기쁘게하다,joy,0.788
화려,joy,0.788
행복하다,joy,0.788
재미있는,joy,0.788
킬킬거리다,joy,0.781
기쁜,joy,0.781
영화 롭게하다,joy,0.781
광점,joy,0.781
아름다운,joy,0.781
행운의,joy,0.781
고마운,joy,0.781
마법에 걸린,joy,0.781
로맨스,joy,0.779
완전,joy,0.779
크리스마스,joy,0.779
하늘,joy,0.779
떨리는,joy,0.776
사랑스러운,joy,0.773
축하해요,joy,0.773
축제,joy,0.773
즐겁게 하다,joy,0.773
행복한 발렌타인 데이,joy,0.773
기적적,joy,0.773
건배,joy,0.773
환호,joy,0.773
양성,joy,0.773
펀데이,joy,0.772
즐기는,joy,0.771
생명이 좋다,joy,0.766
즐기는,joy,0.766
좋은 감정,joy,0.766
크리스마스 정신,joy,0.766
껴안다,joy,0.766
미소,joy,0.766
달콤한,joy,0.766
최고,joy,0.766
파티,joy,0.765
기쁨,joy,0.765
오르가슴,joy,0.765
긍정적인,joy,0.761
여보,joy,0.758
밝히다,joy,0.758
쾌활함,joy,0.758
기적,joy,0.758
현기증,joy,0.757
크리스마스 때,joy,0.757
채우다,joy,0.75
위대,joy,0.75
우정,joy,0.75
축복,joy,0.75
웃다,joy,0.75
계절,joy,0.75
웃다,joy,0.75
유쾌한,joy,0.75
로맨틱,joy,0.75
해피 홀리데이,joy,0.75
장난치며 놀다,joy,0.748
축제,joy,0.742
기적,joy,0.742
열광,joy,0.742
자기 사랑,joy,0.742
승리,joy,0.742
마법 같은,joy,0.742
보람있는,joy,0.742
좋은 느낌,joy,0.742
긍정적 에너지,joy,0.742
기분 좋은,joy,0.736
번영,joy,0.735
행복해요,joy,0.734
감탄,joy,0.734
열렬한,joy,0.734
좋은 하루에요,joy,0.734
호화로운,joy,0.734
tgif,joy,0.734
승리,joy,0.734
기분 좋은,joy,0.734
호리다,joy,0.734
멋진 밤,joy,0.734
활기 있는,joy,0.734
축제,joy,0.733
노래,joy,0.729
빛나는,joy,0.729
예스,joy,0.728
이행,joy,0.728
아슬 아슬한,joy,0.728
감사합니다,joy,0.727
기분 좋은,joy,0.727
산타,joy,0.727
만세,joy,0.727
크리스마스 휴가,joy,0.727
이기다,joy,0.727
평화,joy,0.727
상,joy,0.727
즐거운,joy,0.727
영감,joy,0.725
발광,joy,0.725
기쁜,joy,0.725
융기,joy,0.723
낙관적인,joy,0.723
천국,joy,0.721
운이 좋은,joy,0.721
신은 위대하다,joy,0.721
휴가,joy,0.721
스릴,joy,0.721
축하,joy,0.719
번성,joy,0.719
즐거움,joy,0.719
완벽한,joy,0.719
애인,joy,0.719
크리스마스,joy,0.719
진심으로,joy,0.719
유토피아,joy,0.719
사랑스러운,joy,0.719
조화,joy,0.719
찬양,joy,0.719
닦다,joy,0.719
가장 운이 좋은,joy,0.712
메리 크리스마스,joy,0.712
마법,joy,0.712
성취,joy,0.712
야,joy,0.712
휴일,joy,0.712
보물,joy,0.712
사치,joy,0.712
최고의 느낌,joy,0.712
친밀한,joy,0.71
너무 감사 한,joy,0.706
야야,joy,0.706
날뛰다,joy,0.706
킬킬 웃음,joy,0.706
자랑스러운,joy,0.704
승리,joy,0.703
아끼다,joy,0.703
좋은 소식,joy,0.703
젠장,joy,0.703
낙천주의,joy,0.703
놀랍게도,joy,0.703
사랑 생활,joy,0.703
진실한 사랑,joy,0.703
아름다움,joy,0.703
만족스러운,joy,0.703
감사합니다,joy,0.703
껴안다,joy,0.703
좋은 인생,joy,0.703
굿굿,joy,0.703
가장 달콤한,joy,0.703
야야,joy,0.7
즐겁게,joy,0.7
일으키다,joy,0.697
새로운 시작,joy,0.693
찬미예수,joy,0.691
생신,joy,0.691
좋은 친구들,joy,0.688
동경,joy,0.688
신의 선물,joy,0.688
가장 좋아하는,joy,0.688
콘텐츠,joy,0.688
재미있는,joy,0.688
영광,joy,0.688
시간,joy,0.688
절묘한,joy,0.688
휴가철,joy,0.688
하느님 감사합니다,joy,0.688
천사의,joy,0.688
좋은 건강,joy,0.682
위엄 있는,joy,0.682
감미로운,joy,0.682
잊지못할 추억,joy,0.682
가장 친한 친구,joy,0.682
귀중한,joy,0.682
감사합니다,joy,0.682
항진,joy,0.682
미소,joy,0.682
밝게,joy,0.682
평온,joy,0.679
결혼하다,joy,0.676
포옹하다,joy,0.676
전적으로,joy,0.676
이를 드러내고 웃다,joy,0.672
껴안다,joy,0.672
아주 웃긴,joy,0.672
가장 사랑하는,joy,0.672
만족,joy,0.672
뛰어난,joy,0.672
기분 전환,joy,0.672
bday,joy,0.672
활기 있게 만들다,joy,0.672
이봐,joy,0.672
킥킥,joy,0.672
충족,joy,0.667
풍부한,joy,0.667
승리자,joy,0.667
숭배하다,joy,0.667
거친,joy,0.667
다하다,joy,0.664
껴안다,joy,0.662
번영,joy,0.66
감사,joy,0.656
평온,joy,0.656
새해 복 많이 받으세요,joy,0.656
기분,joy,0.656
풀다,joy,0.656
절친,joy,0.656
격려,joy,0.656
마음을 사로잡다,joy,0.656
크리스마스이브,joy,0.656
불타는 듯한 빛깔,joy,0.656
낭만주의,joy,0.656
내면의 평화,joy,0.656
즐거운,joy,0.656
칭찬,joy,0.652
풍부,joy,0.652
재산,joy,0.652
약속 된,joy,0.652
칭찬,joy,0.652
편안한,joy,0.652
보물,joy,0.652
만족,joy,0.652
더 나은,joy,0.647
애정,joy,0.647
안도하는,joy,0.647
보어,joy,0.647
사육제,joy,0.643
아주 재미있는,joy,0.641
고양,joy,0.641
호색,joy,0.641
성스럽게,joy,0.641
챔피언,joy,0.641
추수 감사절,joy,0.641
조화롭게,joy,0.641
혼례,joy,0.641
성취하다,joy,0.641
신성한,joy,0.641
공동 자금,joy,0.641
신흔 여행,joy,0.636
높이다,joy,0.636
눈빛,joy,0.636
위안,joy,0.636
지복,joy,0.636
평화로운,joy,0.636
클라이맥스,joy,0.636
우승자,joy,0.636
환상,joy,0.636
야이,joy,0.636
껴안다,joy,0.636
키스와 포옹,joy,0.634
별을 바라보다,joy,0.625
제전,joy,0.625
달콤한,joy,0.625
관대,joy,0.625
더 밝게,joy,0.625
칭찬 신,joy,0.625
아주 멋진,joy,0.625
마음,joy,0.625
즐거움,joy,0.625
기호,joy,0.625
껴안다,joy,0.625
보상,joy,0.625
섹스,joy,0.622
친절한,joy,0.621
온화한,joy,0.621
퍼레이드,joy,0.621
박수 갈채,joy,0.621
아름다움,joy,0.621
충족,joy,0.618
야심찬,joy,0.618
새로운 삶,joy,0.618
무신,joy,0.616
덕 있는,joy,0.613
키스,joy,0.61
크리스마스,joy,0.609
무지개,joy,0.609
우아,joy,0.609
관대한,joy,0.609
감독자,joy,0.609
장난이 심하다,joy,0.609
계발,joy,0.609
기특한,joy,0.609
상,joy,0.609
사랑스러운,joy,0.609
다시 불을 붙이다,joy,0.609
상금,joy,0.609
독립,joy,0.607
정사,joy,0.607
친절,joy,0.606
놀라움,joy,0.606
헤헤,joy,0.606
환희,joy,0.606
궁금하다,joy,0.606
자유로이,joy,0.606
성공적인,joy,0.606
탁월한,joy,0.606
하나의 사랑,joy,0.606
이상한,joy,0.603
오락,joy,0.603
열정,joy,0.603
스트레스 없는,joy,0.601
아름답게 하다,joy,0.601
해돋이,joy,0.6
하나님은 좋은,joy,0.597
좋은 음악,joy,0.594
존경하다,joy,0.594
후우,joy,0.594
과시,joy,0.594
고무하다,joy,0.594
천사,joy,0.594
감사합니다,joy,0.594
맛있는,joy,0.594
예수,joy,0.594
완수,joy,0.594
껴안았다,joy,0.594
평화롭게,joy,0.594
바람둥이,joy,0.594
우정,joy,0.591
명음,joy,0.591
과장된 어조,joy,0.591
고귀한,joy,0.591
행운,joy,0.591
제일 높은,joy,0.591
여름,joy,0.591
만족,joy,0.588
들떠 떠들어 대는,joy,0.588
범람,joy,0.588
우트,joy,0.588
영예,joy,0.586
희망,joy,0.586
아늑한,joy,0.583
맛있는,joy,0.579
미쳐 날뛰는,joy,0.578
생활,joy,0.578
여보,joy,0.578
감각적인,joy,0.578
그림 같은,joy,0.578
친숙한,joy,0.578
영구,joy,0.578
칭찬,joy,0.578
큰 뜻,joy,0.578
불꽃,joy,0.577
관능적 인,joy,0.576
평화,joy,0.576
유망한,joy,0.576
우아함,joy,0.576
운이 좋은 소녀,joy,0.576
영웅적 자질,joy,0.576
성공,joy,0.576
응,joy,0.576
특별한,joy,0.574
생활,joy,0.574
감질나게 하는,joy,0.572
펌핑,joy,0.567
야,joy,0.562
놀라다,joy,0.562
맑은,joy,0.562
만연하다,joy,0.562
흥청망청,joy,0.562
재미있는,joy,0.562
과자,joy,0.562
기호,joy,0.562
훌륭한,joy,0.562
슈퍼스타,joy,0.562
안심하다,joy,0.562
번영하다,joy,0.562
영웅,joy,0.562
포옹,joy,0.562
할 보람 있는,joy,0.562
새해,joy,0.561
유연함,joy,0.561
신을 하다,joy,0.561
유리한,joy,0.561
자유,joy,0.561
걸작,joy,0.561
꿈,joy,0.559
유망한,joy,0.559
집,joy,0.559
항속,joy,0.556
그라시아스,joy,0.554
충실,joy,0.553
열의,joy,0.552
근사,joy,0.552
햇빛,joy,0.551
안락한,joy,0.551
휴가,joy,0.547
천체의,joy,0.547
좋은,joy,0.547
엘리트,joy,0.547
비추다,joy,0.547
신뢰,joy,0.547
겨우살이,joy,0.547
딸,joy,0.547
들어 올린,joy,0.547
좋은 아침,joy,0.547
열성,joy,0.547
선물,joy,0.547
선물,joy,0.547
놀람,joy,0.547
마음,joy,0.547
완성,joy,0.547
보너스,joy,0.547
매료,joy,0.546
춤,joy,0.545
숭고한,joy,0.545
휴양,joy,0.545
격려,joy,0.545
하느님,joy,0.545
분출,joy,0.545
새로 시작하다,joy,0.544
무료,joy,0.544
구조자,joy,0.543
성역,joy,0.541
손자,joy,0.54
웰빙,joy,0.537
술잔치,joy,0.534
음악,joy,0.531
팹,joy,0.531
신부,joy,0.531
날기,joy,0.531
살아 있는,joy,0.531
돈,joy,0.531
달래는,joy,0.531
고요한,joy,0.531
신성한 것,joy,0.531
영감을주는,joy,0.531
결혼,joy,0.531
휴일,joy,0.531
맛,joy,0.531
활력,joy,0.531
자신감,joy,0.531
맏아들,joy,0.531
무지개,joy,0.531
해방,joy,0.531
우아한,joy,0.53
지배,joy,0.53
희미한 빛,joy,0.53
조명,joy,0.53
꽃,joy,0.53
따뜻함,joy,0.53
환영,joy,0.53
치료하다,joy,0.529
충실한,joy,0.529
껴안다,joy,0.522
명예,joy,0.521
칭찬할 만하다,joy,0.519
성공하다,joy,0.516
징글 마차,joy,0.516
풍미,joy,0.516
학교 없음,joy,0.516
형제 같은,joy,0.516
바보 같은,joy,0.516
풍부한,joy,0.516
팬시한,joy,0.516
빛나는,joy,0.516
강하게 하는 것,joy,0.516
선물,joy,0.516
자부심,joy,0.516
전능자,joy,0.516
강한,joy,0.516
열망하다,joy,0.516
놀랄 만한,joy,0.516
인사,joy,0.516
감사,joy,0.515
귀염둥이,joy,0.515
명성,joy,0.515
학의,joy,0.515
선,joy,0.515
대관식,joy,0.515
완벽한,joy,0.515
빛나는,joy,0.515
영혼,joy,0.515
왕자 다운,joy,0.515
생생한,joy,0.515
편안,joy,0.515
여가,joy,0.515
재회,joy,0.515
어린이,joy,0.515
뉴미,joy,0.515
월급날,joy,0.515
생기 있는,joy,0.515
가족 시간,joy,0.515
관계,joy,0.514
경건한,joy,0.514
결혼,joy,0.514
데이메이드,joy,0.514
배우자,joy,0.507
친밀하게,joy,0.507
존경,joy,0.5
꽃,joy,0.5
푸르르르,joy,0.5
근심 없는,joy,0.5
자연,joy,0.5
장려하다,joy,0.5
소울풀한,joy,0.5
상쾌한,joy,0.5
가족,joy,0.5
보석,joy,0.5
가치 있는,joy,0.5
달성,joy,0.5
어머니,joy,0.5
성령,joy,0.5
초현실적,joy,0.5
자비로운,joy,0.5
팀예수,joy,0.5
스트레스 풀기,joy,0.5
에로틱,joy,0.5
초대,joy,0.5
아기,joy,0.5
위엄,joy,0.5
만족하는,joy,0.5
공상가,joy,0.5
기억에 남는,joy,0.5
정확성,joy,0.5
건강한,joy,0.5
환영,joy,0.5
다이아몬드,joy,0.5
그리스도,joy,0.5
해변,joy,0.5
성취하다,joy,0.5
친구들,joy,0.5
뛰어나다,joy,0.5
건강,joy,0.493
영기,joy,0.493
어이,joy,0.486
승인,joy,0.486
오아시스,joy,0.486
자유,joy,0.486
더할 나위 없는,joy,0.485
포부,joy,0.485
특권을 가진,joy,0.485
진전,joy,0.485
황홀경,joy,0.485
자유롭게 하다,joy,0.485
불만 없음,joy,0.485
명성,joy,0.485
하사품,joy,0.485
온화한,joy,0.485
나눌 수 없는,joy,0.485
매력적인,joy,0.485
충실한,joy,0.485
약혼자,joy,0.485
초월,joy,0.484
자기 가치,joy,0.484
아주 맛있는,joy,0.484
데이트나잇,joy,0.484
운명,joy,0.484
전성기,joy,0.484
알로하,joy,0.484
욕구,joy,0.484
꿈,joy,0.484
운,joy,0.484
축제,joy,0.484
